Target,Sp11,Sp12,Sp13,Sp14,Sp15,Sp16,Sp17,Sp18,Sp19,Sp21,Sp22,Sp23,Sp24,Sp25,Sp26,Sp27,Sp28,Sp29,Sp31,Sp32,Sp33,Sp34,Sp35,Sp36,Sp37,Sp38,Sp39,Sp41,Sp42,Sp43,Sp44,Sp45,Sp46,Sp47,Sp48,Sp49
NN,0.9179,0.7272,0.6867,0.4359,0.836,0.7727,0.7157,0.4922,0.836,0.8383,0.7157,0.4922,0.8524,0.7722,0.6521,0.453,0.9285,0.7766,0.6385,0.3913,0.8392,0.7766,0.6555,0.504,0.8032,0.7843,0.6781,0.4583,0.8749,0.7575,0.6526,0.4375,0.8888,0.7425,0.6526,0.4688
NN,0.836,0.7727,0.7469,0.4701,0.836,0.7727,0.7157,0.4922,0.836,0.7878,0.6631,0.4922,0.8524,0.7722,0.6087,0.453,0.8392,0.7766,0.6385,0.4348,0.8392,0.7766,0.6555,0.464,0.8032,0.7352,0.6781,0.425,0.8749,0.7575,0.6526,0.4688,0.8148,0.7425,0.6105,0.4688
NN,0.836,0.7272,0.6867,0.4701,0.836,0.7272,0.7157,0.4609,0.7704,0.7878,0.7157,0.4609,0.7704,0.7722,0.6087,0.453,0.8392,0.7766,0.6385,0.3913,0.8392,0.7766,0.6555,0.464,0.7377,0.7352,0.6322,0.4583,0.8749,0.7575,0.6105,0.4922,0.8888,0.792,0.6105,0.4688
NN,0.836,0.7272,0.7469,0.4359,0.7704,0.7272,0.7157,0.4609,0.7704,0.7878,0.7157,0.4609,0.7704,0.7722,0.6087,0.453,0.8392,0.7766,0.6385,0.3913,0.8392,0.7378,0.6555,0.464,0.8032,0.7352,0.6322,0.4833,0.8749,0.808,0.6105,0.4688,0.8148,0.7425,0.6526,0.4375
NN,0.7704,0.6909,0.6265,0.3761,0.7704,0.6909,0.6105,0.4609,0.7049,0.707,0.5684,0.4375,0.7704,0.7722,0.6521,0.453,0.8392,0.7766,0.6867,0.3913,0.8392,0.7766,0.6555,0.432,0.8032,0.7843,0.6781,0.4833,0.8035,0.808,0.6105,0.4688,0.8148,0.792,0.6526,0.4688
NN,0.7049,0.6545,0.5783,0.4103,0.7049,0.6909,0.6105,0.4063,0.7704,0.707,0.5684,0.4375,0.7704,0.7722,0.6087,0.4188,0.7678,0.699,0.5783,0.3913,0.6785,0.699,0.5555,0.4,0.7377,0.7843,0.6781,0.4583,0.8749,0.808,0.6526,0.4922,0.8148,0.7425,0.6105,0.4688
NN,0.7049,0.6909,0.6265,0.3761,0.7704,0.6545,0.5684,0.4375,0.7049,0.7474,0.6105,0.4375,0.7049,0.693,0.5543,0.453,0.6785,0.699,0.5301,0.3218,0.8392,0.6602,0.5555,0.4,0.8032,0.7843,0.6781,0.4833,0.8035,0.7575,0.6105,0.4688,0.8148,0.7425,0.5684,0.4375
NN,0.7704,0.6545,0.5783,0.4103,0.7049,0.6909,0.6105,0.4375,0.7704,0.6666,0.5684,0.4063,0.6229,0.693,0.5109,0.3846,0.8392,0.6602,0.5301,0.3218,0.8392,0.6602,0.5555,0.432,0.7377,0.7352,0.6322,0.4583,0.8035,0.7575,0.5684,0.4375,0.7407,0.7029,0.5263,0.4375
NN,0.7049,0.6545,0.6265,0.4103,0.7704,0.6909,0.6631,0.4375,0.7704,0.7878,0.6631,0.4375,0.7704,0.7326,0.5109,0.4188,0.8392,0.7378,0.6385,0.3566,0.8392,0.7378,0.7,0.432,0.6721,0.696,0.5862,0.3667,0.8035,0.7171,0.4842,0.4063,0.7407,0.7029,0.5684,0.4063
NN,0.7704,0.6909,0.6867,0.4103,0.7704,0.7272,0.6631,0.4375,0.7704,0.7474,0.6105,0.4375,0.7704,0.7326,0.6087,0.4188,0.8392,0.7378,0.6867,0.3566,0.7678,0.7378,0.6,0.432,0.7377,0.696,0.4943,0.3917,0.7321,0.7171,0.5684,0.4063,0.7407,0.7029,0.5684,0.4063
NN,0.7704,0.7272,0.6867,0.4103,0.7704,0.6909,0.6105,0.4375,0.7704,0.7474,0.6631,0.4375,0.7704,0.7326,0.6521,0.4188,0.7678,0.7378,0.5783,0.3566,0.7678,0.699,0.6555,0.432,0.6721,0.696,0.5862,0.3917,0.7321,0.7171,0.5684,0.4063,0.8148,0.7029,0.5684,0.4063
NN,0.7704,0.6909,0.6265,0.4103,0.7704,0.6909,0.6631,0.4375,0.7704,0.707,0.5684,0.4375,0.7049,0.7326,0.5543,0.4188,0.7678,0.699,0.6385,0.3566,0.7678,0.7378,0.6,0.432,0.6721,0.696,0.5862,0.3917,0.8035,0.7171,0.5684,0.4063,0.7407,0.6633,0.5263,0.4063
NN,0.7704,0.6909,0.6867,0.4103,0.7704,0.6545,0.5684,0.4375,0.7049,0.707,0.5684,0.4375,0.7049,0.693,0.6087,0.4188,0.7678,0.7378,0.5783,0.3566,0.8392,0.699,0.5555,0.4,0.7377,0.696,0.5862,0.3917,0.7321,0.6767,0.5263,0.4063,0.7407,0.7029,0.6105,0.4063
NN,0.7049,0.6545,0.5301,0.3761,0.6393,0.5818,0.4842,0.3828,0.6393,0.5858,0.4842,0.3516,0.6229,0.6534,0.5109,0.3846,0.6785,0.699,0.5301,0.3566,0.6785,0.6602,0.5555,0.432,0.6721,0.6568,0.5402,0.3917,0.8035,0.6767,0.5684,0.4063,0.7407,0.6633,0.5263,0.4063
NN,0.6393,0.5454,0.4819,0.3163,0.4918,0.4364,0.3895,0.3828,0.3115,0.2526,0.3895,0.3516,0.6229,0.6534,0.5109,0.4188,0.6785,0.6213,0.5783,0.3218,0.6071,0.5049,0.5111,0.4,0.6721,0.6568,0.5402,0.3917,0.7321,0.7171,0.5684,0.3828,0.7407,0.6633,0.5684,0.4063
NN,0.4918,0.4727,0.5301,0.3761,0.6393,0.6182,0.5263,0.4375,0.6393,0.6262,0.5263,0.4063,0.7049,0.693,0.5543,0.4188,0.7678,0.699,0.5783,0.3566,0.6785,0.6602,0.5555,0.368,0.6721,0.696,0.5862,0.425,0.8035,0.7171,0.6105,0.4375,0.8148,0.7029,0.6526,0.4375
NN,0.6393,0.5818,0.5301,0.3761,0.6393,0.5818,0.5263,0.3828,0.5738,0.5454,0.4316,0.3516,0.6229,0.6534,0.5109,0.3505,0.6071,0.5825,0.4458,0.2522,0.6071,0.5437,0.3889,0.336,0.7377,0.696,0.6781,0.425,0.8035,0.7171,0.6526,0.4375,0.7407,0.6633,0.5263,0.4063
NN,0.6393,0.5818,0.5301,0.3505,0.5738,0.5091,0.4316,0.3516,0.4918,0.505,0.3895,0.3203,0.5574,0.5742,0.4348,0.3163,0.6071,0.5437,0.3494,0.2522,0.5357,0.466,0.3889,0.304,0.7377,0.696,0.6781,0.425,0.7321,0.6767,0.5263,0.4063,0.6666,0.5346,0.3579,0.3203
NN,0.4918,0.4727,0.3253,0.2565,0.4918,0.4727,0.3053,0.2657,0.4426,0.4647,0.3053,0.2969,0.4918,0.4555,0.3044,0.2821,0.4643,0.4369,0.3012,0.2174,0.4643,0.3593,0.3445,0.304,0.4754,0.4902,0.4023,0.2667,0.5179,0.4647,0.2737,0.2891,0.4445,0.4159,0.3158,0.2891
NN,0.4918,0.4727,0.2772,0.2223,0.4426,0.4364,0.3053,0.2969,0.3115,0.394,0.3053,0.2969,0.4262,0.4258,0.3044,0.2821,0.4643,0.3593,0.3012,0.2174,0.3215,0.3301,0.3,0.336,0.4754,0.451,0.2644,0.2667,0.4464,0.4243,0.3158,0.2891,0.4445,0.3367,0.2737,0.2891
NN,0.4426,0.4364,0.2772,0.2565,0.3115,0.3728,0.3053,0.2969,0.1968,0.2526,0.2632,0.3203,0.4262,0.3466,0.3044,0.2821,0.3215,0.3301,0.2531,0.2522,0.25,0.2622,0.3889,0.304,0.4099,0.4118,0.3104,0.2667,0.4464,0.3435,0.2737,0.2891,0.3149,0.307,0.2422,0.2657
NN,0.3115,0.3728,0.2772,0.2565,0.1968,0.2455,0.2632,0.3203,0.1968,0.2526,0.2211,0.2657,0.2951,0.3169,0.2609,0.3163,0.25,0.2622,0.3494,0.2174,0.25,0.2331,0.2667,0.304,0.4099,0.3334,0.2644,0.2667,0.3215,0.3132,0.2422,0.2657,0.3149,0.2674,0.2737,0.2891
NN,0.1968,0.2455,0.229,0.2821,0.1968,0.2455,0.2211,0.2657,0.246,0.2526,0.2211,0.2657,0.2296,0.2476,0.3479,0.2821,0.25,0.2331,0.2169,0.2174,0.25,0.2039,0.2223,0.264,0.2951,0.304,0.2299,0.2417,0.3215,0.2728,0.2737,0.2891,0.3149,0.2377,0.2737,0.3203
NN,0.1968,0.2455,0.1808,0.2223,0.246,0.2455,0.2211,0.2657,0.246,0.2223,0.179,0.2657,0.2296,0.2179,0.2283,0.2821,0.25,0.2039,0.1687,0.174,0.1786,0.2039,0.2223,0.304,0.2951,0.2648,0.2644,0.2667,0.3215,0.2425,0.2737,0.3203,0.2593,0.1981,0.2422,0.3203
NN,0.246,0.2455,0.1808,0.2223,0.246,0.2182,0.179,0.2657,0.1968,0.2223,0.179,0.2969,0.2296,0.1882,0.1848,0.2394,0.1786,0.2039,0.1687,0.2174,0.1786,0.2039,0.2223,0.304,0.2951,0.2353,0.2644,0.3,0.2679,0.2021,0.2422,0.3203,0.1297,0.109,0.2001,0.2891
NN,0.9179,0.8999,0.8674,0.5726,0.9999,0.9999,0.9368,0.6172,0.9999,0.9797,0.8841,0.5859,0.8032,0.792,0.6413,0.4701,0.8749,0.7961,0.6747,0.4087,0.8749,0.8349,0.7444,0.504,0.9016,0.7745,0.7586,0.4667,0.9106,0.7474,0.6316,0.4453,0.8333,0.7821,0.6736,0.4453
NN,0.9999,0.9999,0.9999,0.6068,0.9999,0.8999,0.8841,0.5859,0.7704,0.9292,0.821,0.5547,0.8032,0.792,0.6413,0.4701,0.8749,0.8349,0.7349,0.4348,0.8749,0.8349,0.7999,0.536,0.836,0.7254,0.6551,0.4333,0.8214,0.7979,0.6736,0.4453,0.8333,0.7326,0.6736,0.4766
NN,0.9999,0.8999,0.9397,0.5726,0.7704,0.8545,0.821,0.5547,0.7049,0.7878,0.6631,0.4531,0.8032,0.8316,0.6956,0.4957,0.8749,0.8349,0.7951,0.4696,0.9642,0.9805,0.8555,0.592,0.754,0.7745,0.7011,0.4333,0.8214,0.7474,0.6736,0.4766,0.9258,0.9207,0.8947,0.625
NN,0.7049,0.7272,0.6867,0.4274,0.7049,0.6545,0.5684,0.3906,0.7049,0.707,0.5684,0.3906,0.8852,0.9801,0.8043,0.5897,0.9642,0.932,0.8554,0.5043,0.7321,0.7087,0.6444,0.448,0.836,0.9117,0.9424,0.625,0.982,0.9898,0.842,0.5937,0.9258,0.7821,0.6736,0.4453
NN,0.7049,0.6545,0.5783,0.359,0.7049,0.6545,0.5684,0.3906,0.7049,0.7474,0.5684,0.3906,0.8852,0.9306,0.8043,0.5641,0.7321,0.7087,0.6265,0.3739,0.7321,0.7087,0.6444,0.416,0.9016,0.9607,0.885,0.5916,0.9106,0.7979,0.6736,0.4453,0.7592,0.7326,0.5789,0.4219
NN,0.7049,0.6545,0.5783,0.359,0.7049,0.6909,0.5684,0.3906,0.6229,0.7878,0.621,0.4531,0.6721,0.7029,0.5978,0.4359,0.7321,0.7087,0.6265,0.3392,0.7321,0.7087,0.6,0.392,0.836,0.7745,0.7011,0.4333,0.75,0.7474,0.5789,0.4219,0.6851,0.7326,0.6316,0.4219
NN,0.7049,0.6909,0.5783,0.359,0.6229,0.7272,0.621,0.4531,0.6229,0.7878,0.621,0.4531,0.6721,0.7029,0.5978,0.4017,0.7321,0.7087,0.5783,0.3131,0.6607,0.7087,0.6,0.416,0.6885,0.7254,0.5977,0.4084,0.6785,0.7474,0.6316,0.4219,0.6851,0.693,0.5789,0.4219
NN,0.6229,0.7272,0.6385,0.4274,0.6229,0.7272,0.621,0.4531,0.6229,0.7878,0.6631,0.4531,0.6721,0.7029,0.5543,0.3761,0.6607,0.7087,0.5783,0.3392,0.7321,0.7475,0.6,0.448,0.6229,0.7254,0.6551,0.4084,0.6785,0.707,0.5789,0.4219,0.7592,0.7326,0.6736,0.4453
NN,0.6229,0.6909,0.5783,0.3932,0.6229,0.6909,0.5684,0.3906,0.6229,0.6666,0.5263,0.3906,0.6721,0.7425,0.5978,0.4359,0.7321,0.7087,0.6265,0.3739,0.6607,0.6699,0.5111,0.392,0.6229,0.6862,0.5977,0.4084,0.6785,0.6666,0.5368,0.3906,0.7592,0.6534,0.4526,0.3594
NN,0.6229,0.6182,0.5301,0.359,0.6229,0.6182,0.4842,0.3594,0.6229,0.6666,0.5263,0.3594,0.6065,0.6633,0.4674,0.3761,0.6607,0.6213,0.4337,0.2435,0.5893,0.6213,0.4667,0.328,0.6885,0.647,0.4598,0.3417,0.75,0.6262,0.4947,0.336,0.7592,0.6138,0.4947,0.336
NN,0.6229,0.6182,0.5301,0.3248,0.5574,0.6182,0.5263,0.3906,0.5574,0.6262,0.4842,0.3594,0.541,0.6138,0.4239,0.3077,0.6607,0.6213,0.4819,0.2783,0.5893,0.5825,0.4667,0.328,0.6885,0.6078,0.5057,0.3167,0.6785,0.6262,0.4526,0.336,0.6851,0.6138,0.4211,0.3047
NN,0.6229,0.5454,0.4458,0.2906,0.6229,0.5454,0.4526,0.2969,0.5574,0.5858,0.4842,0.3282,0.6065,0.5742,0.337,0.3077,0.5893,0.5825,0.3856,0.2088,0.5893,0.5825,0.4667,0.328,0.6229,0.6078,0.4598,0.3167,0.6071,0.6262,0.4526,0.3047,0.6851,0.5841,0.4526,0.3047
NN,0.5574,0.5454,0.4819,0.2906,0.5574,0.5818,0.4842,0.3282,0.5574,0.5858,0.4526,0.2969,0.541,0.5742,0.4239,0.3077,0.6607,0.5825,0.3856,0.2088,0.6607,0.5825,0.4667,0.296,0.6229,0.5784,0.4598,0.2834,0.6071,0.5555,0.4211,0.3047,0.6111,0.5445,0.4526,0.336
NN,0.5574,0.5454,0.4458,0.2565,0.4918,0.5454,0.4105,0.2969,0.4918,0.505,0.3264,0.2579,0.6065,0.5742,0.4239,0.2735,0.5893,0.5437,0.4337,0.2088,0.5179,0.5437,0.4667,0.296,0.5574,0.5392,0.4598,0.3167,0.6071,0.5959,0.4211,0.3047,0.6111,0.6138,0.4947,0.3594
NN,0.4918,0.5454,0.3976,0.2565,0.4918,0.4727,0.3264,0.2579,0.4918,0.505,0.3684,0.2579,0.541,0.5346,0.4239,0.2735,0.5179,0.5437,0.4337,0.2088,0.5179,0.5437,0.4222,0.328,0.5574,0.5784,0.4253,0.2834,0.6071,0.6262,0.4947,0.3594,0.6111,0.5841,0.4526,0.336
NN,0.4918,0.4364,0.3012,0.2565,0.4918,0.4364,0.3264,0.2579,0.4262,0.4647,0.3684,0.3282,0.4099,0.4159,0.3805,0.3077,0.3215,0.3204,0.4819,0.3392,0.2679,0.2136,0.6,0.568,0.1312,0.1569,0.7586,0.6833,0.0894,0.0809,0.7263,0.7656,0.0742,0.0298,0.7263,0.7968
NN,0.4918,0.4364,0.3012,0.2137,0.4262,0.4364,0.3684,0.3282,0.4262,0.4647,0.4842,0.3906,0.2951,0.307,0.4674,0.4017,0.2679,0.2136,0.5783,0.5043,0.1429,0.1263,0.6889,0.68,0.0821,0.0785,0.7586,0.7749,0.0894,0.0304,0.7263,0.7968,0.0742,0.0496,0.7263,0.7968
NN,0.4262,0.4364,0.3494,0.2906,0.4262,0.4364,0.4842,0.3906,0.5574,0.5454,0.4842,0.4219,0.246,0.1981,0.5543,0.5641,0.1429,0.1263,0.6747,0.6261,0.0894,0.068,0.7999,0.7679,0.0821,0.0295,0.7586,0.8083,0.0894,0.0506,0.7263,0.7968,0.0001,0.0496,0.7263,0.7968
NN,0.6229,0.6545,0.5783,0.3932,0.7049,0.6545,0.6631,0.4531,0.7049,0.707,0.621,0.4531,0.1312,0.109,0.6956,0.6837,0.3929,0.3884,0.5783,0.3739,0.7321,0.6699,0.6,0.392,0.0821,0.0491,0.7586,0.8083,0.1965,0.192,0.6316,0.5937,0.537,0.4753,0.4947,0.3594
NN,0.7049,0.6545,0.6867,0.4274,0.7049,0.6545,0.621,0.4531,0.7049,0.7474,0.621,0.4219,0.3607,0.3763,0.5543,0.4359,0.7321,0.6699,0.5783,0.3131,0.8035,0.7087,0.6444,0.448,0.1804,0.1863,0.6551,0.5916,0.5357,0.4849,0.4947,0.3594,0.7592,0.693,0.5789,0.4219
NN,0.7049,0.6545,0.6385,0.4274,0.7049,0.6909,0.621,0.4219,0.7704,0.7878,0.6631,0.4531,0.6721,0.6633,0.5543,0.3761,0.8035,0.7087,0.6265,0.3739,0.8749,0.7475,0.6889,0.448,0.4918,0.4706,0.5057,0.3417,0.75,0.707,0.5789,0.4219,0.8333,0.7326,0.5789,0.4453
NN,0.7049,0.6909,0.6385,0.3932,0.7704,0.7272,0.6631,0.4531,0.7704,0.7878,0.5684,0.4531,0.7377,0.7029,0.5978,0.4359,0.8749,0.7475,0.6747,0.3739,0.8035,0.7475,0.6444,0.448,0.6885,0.6862,0.5977,0.4084,0.8214,0.7474,0.5789,0.4453,0.8333,0.6534,0.5789,0.4219
NN,0.7704,0.7272,0.6867,0.4274,0.7704,0.7272,0.5684,0.4531,0.7704,0.7878,0.621,0.4219,0.8032,0.7425,0.6413,0.4359,0.8035,0.7475,0.6265,0.3739,0.8035,0.7475,0.6444,0.448,0.754,0.7254,0.5977,0.4333,0.8214,0.6666,0.5789,0.4219,0.7592,0.693,0.6316,0.4219
NN,0.7704,0.7272,0.6385,0.3932,0.7049,0.6545,0.621,0.4219,0.7704,0.7474,0.621,0.4531,0.7377,0.7425,0.5978,0.4359,0.8035,0.7475,0.6265,0.3739,0.8035,0.7087,0.6444,0.448,0.6885,0.6862,0.6551,0.4084,0.8214,0.707,0.5789,0.4453,0.8333,0.7326,0.5789,0.4453
NN,0.7049,0.6545,0.6385,0.3932,0.7704,0.6909,0.621,0.4531,0.7704,0.7474,0.621,0.4531,0.7377,0.7425,0.5978,0.4359,0.8035,0.7087,0.6265,0.3739,0.8749,0.7475,0.6889,0.48,0.754,0.6862,0.5977,0.4333,0.8214,0.7474,0.5789,0.4453,0.8333,0.7821,0.6736,0.4453
NN,0.7704,0.6909,0.6385,0.4274,0.7704,0.6909,0.621,0.4531,0.7049,0.7474,0.6631,0.4531,0.7377,0.7029,0.5978,0.4359,0.8749,0.7475,0.6747,0.4087,0.8749,0.7475,0.6889,0.448,0.754,0.7254,0.5977,0.4333,0.8214,0.7979,0.6736,0.4453,0.9258,0.7821,0.6736,0.4766
NN,0.7704,0.6909,0.6385,0.4274,0.7049,0.6909,0.6631,0.4531,0.7704,0.8282,0.6631,0.4922,0.8032,0.7425,0.6413,0.4701,0.8749,0.7475,0.6747,0.3739,0.8749,0.7961,0.6889,0.448,0.754,0.7745,0.7011,0.4333,0.9106,0.7979,0.6736,0.4766,0.9999,0.7821,0.6736,0.4766
NN,0.7049,0.6909,0.6867,0.4274,0.7704,0.7636,0.6631,0.4922,0.8524,0.7878,0.621,0.4922,0.8032,0.7425,0.6413,0.4359,0.8749,0.7961,0.6747,0.3739,0.8749,0.7961,0.7444,0.48,0.836,0.7745,0.7011,0.4667,0.982,0.7979,0.6736,0.4766,0.9999,0.8217,0.6736,0.4766
NN,0.7704,0.7636,0.6867,0.4701,0.8524,0.7272,0.621,0.4922,0.8524,0.8282,0.6631,0.4922,0.8032,0.792,0.6413,0.4359,0.8749,0.7961,0.7349,0.4087,0.8749,0.7961,0.6889,0.48,0.9016,0.7745,0.7011,0.4667,0.982,0.8383,0.6736,0.4766,0.9258,0.7821,0.6316,0.4766
NN,0.8524,0.7272,0.6385,0.4701,0.8524,0.7636,0.6631,0.4922,0.8524,0.8787,0.7157,0.4922,0.8032,0.792,0.6956,0.4701,0.8749,0.7961,0.6747,0.4087,0.8749,0.7961,0.6889,0.48,0.9016,0.8137,0.7011,0.4667,0.9106,0.7979,0.6316,0.4766,0.8333,0.7821,0.6316,0.4766
NN,0.8524,0.809,0.7469,0.4701,0.7704,0.7636,0.7157,0.4922,0.8524,0.7878,0.6631,0.4531,0.8032,0.792,0.6413,0.4701,0.8749,0.7475,0.7349,0.4348,0.8749,0.7961,0.6889,0.48,0.754,0.7745,0.6551,0.4667,0.9106,0.7979,0.6316,0.4453,0.8333,0.7326,0.6316,0.4766
NN,0.7704,0.7636,0.7469,0.4701,0.8524,0.7272,0.6631,0.4531,0.8524,0.7878,0.6631,0.4531,0.8032,0.7425,0.6956,0.4957,0.8749,0.7961,0.6747,0.4087,0.8749,0.7961,0.6889,0.48,0.836,0.7745,0.6551,0.4333,0.8214,0.7474,0.6316,0.4766,0.8333,0.7326,0.6736,0.4453
NN,0.8524,0.7272,0.6867,0.4274,0.8524,0.7272,0.6631,0.4531,0.8524,0.7878,0.621,0.4531,0.8032,0.792,0.6413,0.4701,0.8749,0.7961,0.6747,0.4087,0.8749,0.7475,0.6889,0.448,0.754,0.7254,0.6551,0.4667,0.8214,0.7474,0.6736,0.4453,0.9258,0.7821,0.6736,0.4453
NN,0.8524,0.7272,0.6385,0.4274,0.7704,0.7272,0.621,0.4922,0.7704,0.7878,0.621,0.4531,0.8032,0.7425,0.6413,0.4359,0.8749,0.7475,0.6747,0.4087,0.8035,0.7475,0.6444,0.48,0.836,0.7745,0.7011,0.4333,0.9106,0.7979,0.6316,0.4453,0.9258,0.7821,0.6316,0.4453
NN,0.7704,0.7272,0.6385,0.4701,0.7704,0.7272,0.621,0.4531,0.7704,0.7878,0.621,0.4531,0.8032,0.7425,0.6413,0.4701,0.8035,0.7475,0.6265,0.4087,0.8749,0.7475,0.6444,0.504,0.836,0.7745,0.6551,0.4333,0.9106,0.7979,0.6316,0.4453,0.9258,0.7326,0.5789,0.4453
NN,0.7704,0.7272,0.6385,0.4274,0.7704,0.7272,0.621,0.4531,0.7704,0.7878,0.621,0.4531,0.7377,0.7425,0.5978,0.4701,0.8749,0.7475,0.6265,0.4348,0.8749,0.7961,0.6444,0.48,0.836,0.7745,0.6551,0.4333,0.9106,0.7474,0.5789,0.4453,0.8333,0.7326,0.5789,0.4219
NN,0.7704,0.7272,0.6385,0.4274,0.7704,0.7272,0.621,0.4531,0.7704,0.7474,0.621,0.4531,0.8032,0.7425,0.5978,0.4957,0.8749,0.7961,0.6265,0.4087,0.8035,0.7475,0.6889,0.448,0.836,0.7254,0.5977,0.4333,0.8214,0.7474,0.5789,0.4219,0.9258,0.7326,0.6316,0.4219
NN,0.7704,0.7272,0.6385,0.4274,0.7704,0.6909,0.621,0.4531,0.8524,0.7474,0.621,0.4531,0.8032,0.792,0.5978,0.4701,0.8035,0.7475,0.6747,0.3739,0.8035,0.7475,0.6,0.416,0.754,0.7254,0.5977,0.4084,0.9106,0.7474,0.6316,0.4219,0.9258,0.7326,0.6316,0.4453
NN,0.8524,0.6909,0.6385,0.4274,0.7704,0.7272,0.621,0.4531,0.7704,0.8282,0.6631,0.4922,0.7377,0.7425,0.5543,0.4017,0.8035,0.6699,0.5783,0.3392,0.8035,0.7475,0.6444,0.448,0.836,0.7254,0.6551,0.4333,0.8214,0.707,0.5789,0.4219,0.8333,0.7326,0.5789,0.4453
NN,0.7704,0.7272,0.6385,0.4274,0.7704,0.7636,0.6631,0.4922,0.7704,0.7878,0.6631,0.4531,0.7377,0.6633,0.5543,0.4017,0.8035,0.7475,0.6265,0.3739,0.8749,0.7961,0.6889,0.504,0.754,0.6862,0.5977,0.4084,0.8214,0.7474,0.5789,0.4453,0.9258,0.7821,0.6316,0.4766
NN,0.7704,0.7636,0.6867,0.4701,0.7704,0.7272,0.6631,0.4531,0.7704,0.7878,0.6631,0.4531,0.7377,0.7425,0.5978,0.4359,0.8749,0.7961,0.6747,0.4348,0.8035,0.7961,0.6444,0.48,0.754,0.7254,0.5977,0.4333,0.9106,0.7979,0.6316,0.4766,0.9258,0.7821,0.6316,0.4766
NN,0.7704,0.7272,0.6867,0.4274,0.7704,0.7272,0.621,0.4219,0.7049,0.707,0.5684,0.4531,0.7377,0.792,0.5978,0.4701,0.8035,0.7961,0.6747,0.4087,0.8749,0.7961,0.6889,0.504,0.836,0.7745,0.6551,0.4667,0.8214,0.7979,0.6316,0.4453,0.8333,0.7821,0.7263,0.4766
NN,0.7704,0.7272,0.6385,0.3932,0.7049,0.6545,0.5684,0.4531,0.6229,0.707,0.5263,0.3906,0.7377,0.792,0.6413,0.4701,0.8749,0.7961,0.6747,0.4348,0.8035,0.7475,0.6444,0.48,0.754,0.7745,0.6551,0.4333,0.8214,0.7979,0.7263,0.4766,0.8333,0.7326,0.6316,0.4453
NN,0.7049,0.6545,0.5783,0.4274,0.6229,0.6545,0.5263,0.3906,0.7704,0.6666,0.5263,0.3906,0.8032,0.792,0.6413,0.4957,0.8035,0.7475,0.6265,0.4087,0.8035,0.7475,0.6,0.448,0.754,0.7745,0.7586,0.4667,0.8214,0.7474,0.6316,0.4453,0.7592,0.7326,0.5789,0.4453
NN,0.6229,0.6545,0.5301,0.359,0.7704,0.6182,0.5263,0.3906,0.7704,0.6666,0.5263,0.4219,0.7377,0.7425,0.5978,0.4701,0.8035,0.7475,0.5783,0.3739,0.7321,0.7087,0.5555,0.448,0.754,0.7254,0.6551,0.4333,0.75,0.7474,0.5789,0.4453,0.7592,0.7326,0.6316,0.4219
NN,0.7704,0.6182,0.5301,0.359,0.7704,0.6182,0.5263,0.4219,0.7704,0.7474,0.5263,0.4219,0.7377,0.7425,0.5543,0.4359,0.7321,0.7087,0.5301,0.3739,0.7321,0.7087,0.6,0.392,0.6885,0.7254,0.5977,0.4333,0.75,0.7474,0.6316,0.4219,0.7592,0.693,0.5368,0.3906
NN,0.7049,0.6909,0.5783,0.3932,0.7049,0.6545,0.621,0.4219,0.7049,0.7474,0.5684,0.4219,0.6721,0.7029,0.5543,0.4017,0.8035,0.7087,0.5783,0.3392,0.7321,0.6699,0.5555,0.416,0.6885,0.6862,0.5977,0.4084,0.8214,0.707,0.5789,0.4219,0.8333,0.6534,0.4947,0.4219
NN,0.7049,0.6545,0.6385,0.3932,0.7049,0.6909,0.5684,0.4219,0.7704,0.707,0.5263,0.3906,0.7377,0.7029,0.5543,0.4017,0.7321,0.6699,0.5301,0.3392,0.7321,0.7087,0.6444,0.416,0.754,0.6862,0.5977,0.4084,0.8214,0.6666,0.4947,0.4219,0.7592,0.693,0.5368,0.3906
NN,0.7704,0.6545,0.5301,0.359,0.7049,0.6545,0.5684,0.3906,0.6229,0.6666,0.5263,0.3906,0.6721,0.7029,0.5978,0.4017,0.7321,0.6699,0.5783,0.3131,0.7321,0.6699,0.5555,0.416,0.6885,0.6862,0.5517,0.375,0.75,0.707,0.5789,0.3906,0.7592,0.6534,0.5368,0.3906
NN,0.6229,0.6182,0.5301,0.359,0.6229,0.6545,0.5263,0.4219,0.6229,0.6666,0.5263,0.4219,0.6721,0.6633,0.5109,0.4017,0.8035,0.6699,0.5783,0.3392,0.7321,0.6699,0.5555,0.416,0.6885,0.647,0.5517,0.375,0.6785,0.707,0.4947,0.3906,0.6851,0.693,0.5789,0.4219
NN,0.6229,0.6545,0.5301,0.3932,0.6229,0.6182,0.5263,0.4219,0.6229,0.6262,0.5684,0.3906,0.7377,0.6633,0.5543,0.4017,0.7321,0.6699,0.5301,0.3392,0.7321,0.7087,0.6,0.392,0.6229,0.6862,0.5057,0.375,0.6785,0.707,0.5789,0.4219,0.7592,0.6534,0.5789,0.4219
NN,0.6229,0.6182,0.5301,0.3932,0.6229,0.5818,0.5684,0.3906,0.5574,0.505,0.4842,0.3906,0.6721,0.6633,0.5109,0.4017,0.7321,0.7087,0.5783,0.3131,0.7321,0.6699,0.6,0.416,0.6229,0.6862,0.5977,0.4084,0.75,0.6666,0.5789,0.4219,0.7592,0.6534,0.5368,0.3906
