Target,attr1,attr2,attr3,attr4,attr5,attr6,attr7,attr8,attr9,attr10,attr11,attr12,attr13,attr14,attr15,attr16,attr17,attr18
NN,0.3696,0.6154,0.625,0.1616,0.11,0.1699,0.3072,0.4857,0.25,0.7,0.2264,0.2171,0.4843,0.2106,0.0455,0.2683,0.2001,0.3667
NN,0.1522,0.0386,0.0279,0.0263,0.11,0.019,0.0132,0.9428,0.0001,0.0144,0.0054,0.0085,0.0756,0.3684,0.1819,0.1708,0.1001,0.0668
NN,0.4131,0.1539,0.4861,0.3799,0.2638,0.0756,0.3203,0.4,0.25,0.1429,0.2632,0.2506,0.1636,0.1317,0.0455,0.3415,0.6333,0.7
NN,0.2609,0.0001,0.139,0.0001,0.066,0.0378,0.0197,0.9428,0.0001,0.0001,0.0317,0.0109,0.1133,0.3158,0.0455,0.7317,0.1001,0.1334
NN,0.3261,0.0386,0.4028,0.2097,0.11,0.0567,0.17,0.6285,0.0834,0.0572,0.1474,0.12,0.0693,0.0396,0.4091,0.7073,0.9332,0.9666
NN,0.4131,0.3462,0.4028,0.214,0.121,0.1133,0.1831,0.6285,0.0834,0.2858,0.1843,0.1272,0.2642,0.0659,0.4546,0.5122,0.7666,0.8333
NN,0.2174,0.1539,0.1251,0.035,0.088,0.0567,0.0654,0.8285,0.0001,0.1429,0.0738,0.0421,0.2328,0.3421,0.3637,0.3903,0.1334,0.1001
NN,0.5435,0.2308,0.3889,0.1398,0.099,0.1133,0.1243,0.7428,0.0834,0.3715,0.1527,0.0804,0.1573,0.1711,0.1819,0.244,0.3334,0.2001
NN,0.5217,0.8461,0.7777,0.2883,0.077,0.151,0.6797,0.1429,0.5833,0.7857,0.4684,0.6007,0.6855,0.2106,0.0001,0.0976,0.2667,0.4
NN,0.7608,0.8845,0.8749,0.5677,0.2858,0.151,0.7124,0.1144,0.6666,0.7999,0.5368,0.6403,0.6603,0.1843,0.3637,0.0733,0.3667,0.5333
NN,0.3696,0.5769,0.5694,0.1747,0.1429,0.1321,0.2484,0.5143,0.1667,0.5428,0.2264,0.1787,0.5723,0.2106,0.091,0.0001,0.3,0.4667
NN,0.5,0.2693,0.8333,0.3232,0.121,0.1133,0.451,0.3143,0.3334,0.2286,0.3948,0.3621,0.3208,0.1185,0.2273,0.8292,0.5333,0.7
NN,0.7173,0.7307,0.9444,0.4498,0.1869,0.1887,0.7124,0.1429,0.6666,0.7142,0.521,0.6295,0.5723,0.1843,0.9999,0.9267,0.4667,0.7999
NN,0.2392,0.1155,0.4861,0.1398,0.088,0.0756,0.1831,0.6285,0.0834,0.1001,0.1895,0.1272,0.1825,0.158,0.1819,0.878,0.4333,0.4667
NN,0.6739,0.7692,0.8472,0.3756,0.1759,0.151,0.6601,0.1715,0.5833,0.6857,0.4632,0.5755,0.5849,0.1974,0.5909,0.5122,0.4,0.5667
NN,0.2174,0.4231,0.4167,0.2708,0.2418,0.0567,0.2027,0.5714,0.0834,0.3572,0.1895,0.1464,0.3837,0.1317,0.3182,0.1464,0.4,0.4
NN,0.3261,0.4231,0.4306,0.2664,0.2528,0.0944,0.2092,0.5714,0.1667,0.3286,0.1948,0.1535,0.3962,0.158,0.1819,0.0976,0.4,0.4
NN,0.5435,0.6923,0.6111,0.4498,0.2748,0.0944,0.4706,0.2572,0.3334,0.6143,0.3632,0.4029,0.5597,0.1711,0.4091,0.2683,0.6666,0.6
NN,0.3696,0.3462,0.3195,0.1747,0.1319,0.0944,0.1243,0.6857,0.0834,0.3429,0.1264,0.09,0.3334,0.079,0.6818,0.0733,0.7,0.7666
NN,0.2827,0.2693,0.3195,0.1354,0.099,0.0567,0.1373,0.6857,0.0834,0.2429,0.1159,0.0936,0.3585,0.1448,0.4091,0.0489,0.3667,0.3334
NN,0.6521,0.6154,0.9305,0.3275,0.077,0.1887,0.6274,0.1715,0.5833,0.5857,0.4421,0.5515,0.4654,0.0922,0.0455,0.2927,0.5,0.6333
NN,0.2827,0.4231,0.4167,0.1573,0.1869,0.0756,0.2353,0.5428,0.1667,0.3857,0.2106,0.1655,0.478,0.3027,0.4546,0.0245,0.1667,0.0668
NN,0.6304,0.7307,0.8472,0.476,0.1869,0.151,0.5948,0.2001,0.5,0.5571,0.4421,0.518,0.4843,0.079,0.0001,0.4634,0.5667,0.7333
NN,0.174,0.1924,0.1806,0.0831,0.121,0.0756,0.1439,0.7142,0.0834,0.1429,0.0896,0.09,0.2453,0.3158,0.4546,0.1464,0.0334,0.1001
NN,0.5217,0.3077,0.3056,0.1267,0.099,0.0944,0.1177,0.7428,0.0834,0.3572,0.1474,0.0756,0.3019,0.25,0.2273,0.1708,0.2667,0.1667
NN,0.5,0.3077,0.4028,0.214,0.099,0.0944,0.1896,0.6,0.0834,0.3286,0.1685,0.1356,0.3774,0.0264,0.5,0.1952,0.8666,0.9332
NN,0.2827,0.4231,0.3473,0.1092,0.099,0.0756,0.2615,0.5428,0.1667,0.4572,0.2001,0.1763,0.4277,0.3158,0.1819,0.3171,0.0668,0.0668
NN,0.5217,0.6154,0.5,0.4323,0.2858,0.0944,0.4314,0.2858,0.3334,0.5571,0.3369,0.3633,0.4843,0.1711,0.0001,0.1708,0.7,0.6333
NN,0.7608,0.8461,0.9027,0.5502,0.2308,0.1699,0.6928,0.1144,0.5833,0.7571,0.5158,0.6295,0.6352,0.1317,0.6363,0.0976,0.4667,0.5333
NN,0.3913,0.7307,0.8055,0.4018,0.1649,0.1321,0.5294,0.2286,0.4167,0.6143,0.4526,0.4532,0.849,0.1317,0.1364,0.0245,0.4667,0.6
NN,0.2392,0.3846,0.5,0.3319,0.3077,0.0944,0.2811,0.4857,0.1667,0.3572,0.2632,0.2099,0.4025,0.2369,0.2273,0.2927,0.3,0.3
NN,0.4783,0.5,0.8888,0.4542,0.2088,0.1321,0.5163,0.2572,0.4167,0.4286,0.4211,0.4305,0.3774,0.1185,0.0001,0.6829,0.4667,0.6333
NN,0.4783,0.3846,0.5972,0.4105,0.2418,0.0756,0.4249,0.2858,0.3334,0.3,0.3106,0.3597,0.3397,0.1185,0.2728,0.0976,0.6666,0.5667
NN,0.5,0.5,0.6666,0.2446,0.1869,0.1321,0.255,0.5143,0.1667,0.4286,0.2264,0.1859,0.4591,0.1448,0.6818,0.2683,0.5333,0.6
NN,0.2827,0.4231,0.5139,0.2228,0.1429,0.0944,0.2615,0.5143,0.1667,0.3286,0.2316,0.1931,0.3271,0.1711,0.4091,0.0001,0.3667,0.3667
NN,0.3696,0.1924,0.5417,0.3537,0.2418,0.0756,0.3138,0.4,0.25,0.1715,0.2527,0.2506,0.151,0.0922,0.091,0.3415,0.7333,0.7999
NN,0.2609,0.1924,0.4861,0.1223,0.077,0.0944,0.2288,0.5714,0.1667,0.1858,0.2158,0.1607,0.2265,0.2106,0.3182,0.6097,0.2334,0.2334
NN,0.6956,0.7692,0.9027,0.3494,0.11,0.1699,0.647,0.1429,0.5833,0.7142,0.4947,0.5719,0.6855,0.158,0.0001,0.3659,0.3334,0.5333
NN,0.3479,0.1924,0.5139,0.249,0.1649,0.0944,0.2419,0.5428,0.1667,0.1572,0.2316,0.1715,0.2768,0.158,0.2728,0.5122,0.4,0.4
NN,0.5435,0.8461,0.8888,0.476,0.2198,0.1321,0.6144,0.1715,0.5,0.7,0.4895,0.5336,0.6981,0.1711,0.2273,0.4634,0.3667,0.5
NN,0.2609,0.2693,0.3611,0.1398,0.121,0.0756,0.1961,0.6285,0.1667,0.2715,0.179,0.1332,0.3459,0.2369,0.091,0.5366,0.2001,0.1667
NN,0.5217,0.1539,0.5278,0.3363,0.1649,0.1133,0.3203,0.4286,0.25,0.1858,0.2737,0.2459,0.0504,0.0396,0.091,0.6829,0.8999,0.9999
NN,0.5217,0.3077,0.7222,0.4061,0.1759,0.151,0.4379,0.3143,0.3334,0.3143,0.3527,0.3561,0.1699,0.0527,0.1819,0.0733,0.7,0.7666
NN,0.5869,0.5385,0.6666,0.3756,0.1429,0.151,0.3856,0.3429,0.3334,0.5286,0.2948,0.307,0.3774,0.0001,0.6818,0.439,0.8333,0.9666
NN,0.2827,0.077,0.0556,0.0263,0.077,0.0001,0.0458,0.8856,0.0001,0.0429,0.0475,0.0289,0.1762,0.4079,0.2728,0.0245,0.1334,0.0668
NN,0.2392,0.3462,0.5,0.2271,0.1869,0.0944,0.255,0.5143,0.1667,0.3572,0.2579,0.1859,0.3019,0.2106,0.0001,0.4878,0.3667,0.4
NN,0.3479,0.4615,0.625,0.1966,0.1319,0.1699,0.3007,0.4857,0.25,0.5714,0.2474,0.2135,0.4025,0.2106,0.5454,0.3903,0.2334,0.4
NN,0.3913,0.2308,0.5139,0.214,0.1319,0.1133,0.1765,0.6285,0.0834,0.3,0.1527,0.126,0.0881,0.0396,0.3637,0.4147,0.8333,0.9332
NN,0.5,0.6538,0.75,0.4847,0.2198,0.1321,0.4902,0.2572,0.4167,0.5714,0.4421,0.4089,0.6603,0.1053,0.3637,0.1464,0.5667,0.6666
NN,0.3261,0.077,0.2778,0.1704,0.1319,0.0944,0.1047,0.7428,0.0834,0.1572,0.0896,0.0744,0.0001,0.0396,0.0455,0.1464,0.8666,0.9332
NN,0.8043,0.5,0.8333,0.4061,0.1539,0.1321,0.5294,0.2286,0.4167,0.4429,0.4158,0.452,0.3208,0.079,0.5,0.1708,0.6,0.7333
NN,0.3044,0.3077,0.3611,0.1573,0.121,0.0756,0.2353,0.5714,0.1667,0.2572,0.179,0.1607,0.434,0.2632,0.8636,0.0489,0.1667,0.1334
NN,0.3479,0.5385,0.5972,0.2839,0.1539,0.1133,0.3399,0.4,0.25,0.4572,0.3106,0.2614,0.5094,0.1711,0.3182,0.244,0.3667,0.4
NN,0.3696,0.3846,0.4445,0.2315,0.1869,0.1133,0.1569,0.6571,0.0834,0.3857,0.1474,0.114,0.3648,0.0659,0.1819,0.1464,0.8333,0.9332
NN,0.3696,0.5385,0.625,0.249,0.1869,0.151,0.3334,0.4572,0.25,0.6,0.2474,0.2459,0.478,0.1843,0.4091,0.0001,0.3,0.4667
NN,0.6304,0.3846,0.7777,0.4061,0.1759,0.151,0.4771,0.2858,0.4167,0.3429,0.379,0.3945,0.1887,0.079,0.3637,0.2927,0.6333,0.7666
NN,0.8043,0.7692,0.8888,0.5196,0.2088,0.151,0.647,0.1715,0.5833,0.6571,0.4895,0.5695,0.6352,0.1053,0.2273,0.3903,0.4667,0.7333
NN,0.4565,0.5,0.7083,0.3101,0.2528,0.1887,0.2942,0.4857,0.25,0.5286,0.2211,0.2087,0.522,0.1317,0.6818,0.5122,0.4667,0.6333
NN,0.2609,0.4231,0.3611,0.0918,0.121,0.0756,0.2353,0.5428,0.1667,0.3857,0.2106,0.1667,0.478,0.329,0.3637,0.0245,0.1334,0.0668
NN,0.4783,0.6923,0.7777,0.4018,0.1759,0.1321,0.5098,0.2572,0.4167,0.6143,0.4105,0.4305,0.7924,0.1185,0.5909,0.0001,0.5,0.5667
NN,0.6521,0.3077,0.5972,0.393,0.1759,0.1321,0.4118,0.3429,0.3334,0.3429,0.3632,0.325,0.1825,0.079,0.3182,0.7317,0.7,0.8333
NN,0.5217,0.5385,0.6666,0.345,0.1429,0.0944,0.5555,0.2001,0.5,0.4286,0.4421,0.494,0.5786,0.1974,0.3637,0.0001,0.5333,0.3334
NN,0.3913,0.077,0.3611,0.2402,0.1319,0.0944,0.2288,0.5428,0.1667,0.1858,0.2053,0.1655,0.0881,0.0659,0.0455,0.0245,0.7,0.7333
NN,0.4131,0.1539,0.5555,0.3319,0.2198,0.1133,0.2746,0.4857,0.1667,0.1572,0.2632,0.2027,0.2202,0.1317,0.2728,0.2196,0.4667,0.4667
NN,0.5869,0.9614,0.9582,0.5502,0.2528,0.1699,0.745,0.1144,0.6666,0.9142,0.5474,0.681,0.6163,0.1711,0.0001,0.3171,0.3667,0.5667
NN,0.1957,0.3846,0.4583,0.2359,0.2308,0.0944,0.255,0.5143,0.1667,0.3857,0.2685,0.1835,0.4025,0.2764,0.091,0.4147,0.2334,0.2334
NN,0.6956,0.6923,0.5555,0.4498,0.2638,0.0756,0.5425,0.2001,0.4167,0.5857,0.4421,0.4736,0.4969,0.2106,0.2728,0.4878,0.6,0.4333
NN,0.2827,0.4615,0.4167,0.0787,0.099,0.0944,0.2353,0.5428,0.1667,0.3715,0.2106,0.1679,0.4843,0.329,0.4091,0.122,0.1334,0.0668
NN,0.3479,0.3077,0.5,0.345,0.2858,0.0944,0.2942,0.4572,0.1667,0.2572,0.2685,0.2267,0.2768,0.1974,0.3637,0.2927,0.5,0.4667
NN,0.4783,0.5,0.5,0.2533,0.2088,0.1699,0.3268,0.4572,0.25,0.5286,0.2369,0.2363,0.3962,0.1974,0.3637,0.0976,0.2667,0.4
NN,0.5,0.5,0.4167,0.393,0.2528,0.0756,0.3595,0.3715,0.25,0.4286,0.279,0.2914,0.39,0.1317,0.7727,0.244,0.7999,0.7333
NN,0.3696,0.5,0.4583,0.1442,0.121,0.1699,0.3203,0.4857,0.25,0.5714,0.2106,0.2267,0.4843,0.2237,0.0001,0.2196,0.2001,0.4
NN,0.8043,0.8845,0.9582,0.4149,0.11,0.0567,0.9084,0.0287,0.8333,0.7285,0.7473,0.892,0.9999,0.3027,0.5,0.244,0.2334,0.0668
NN,0.5652,0.1924,0.4722,0.3494,0.2088,0.0756,0.3399,0.3715,0.25,0.1858,0.3316,0.2758,0.1762,0.158,0.091,0.5366,0.7999,0.7
NN,0.2609,0.3462,0.3611,0.07,0.066,0.0944,0.2419,0.5714,0.1667,0.3572,0.2053,0.1643,0.3208,0.3421,0.4546,0.1708,0.1334,0.0334
NN,0.3261,0.2693,0.4028,0.1835,0.1319,0.0944,0.1177,0.7142,0.0834,0.2286,0.0896,0.0816,0.2202,0.0659,0.0455,0.0245,0.5667,0.6333
NN,0.7173,0.923,0.9305,0.572,0.2198,0.0756,0.9803,0.0001,0.9166,0.7571,0.8157,0.9627,0.9496,0.3553,0.4091,0.756,0.1334,0.1001
NN,0.3479,0.077,0.1667,0.0743,0.11,0.0378,0.0654,0.8285,0.0001,0.1001,0.0475,0.0433,0.1196,0.3027,0.2273,0.3171,0.1667,0.1001
NN,0.6956,0.6923,0.9027,0.4061,0.1429,0.1699,0.5163,0.2572,0.4167,0.6285,0.4053,0.4329,0.5346,0.0659,0.8181,0.0976,0.6666,0.7999
NN,0.4565,0.2693,0.625,0.3581,0.1649,0.1321,0.3726,0.3715,0.25,0.3,0.2843,0.295,0.151,0.0264,0.091,0.2196,0.7999,0.9666
NN,0.2827,0.4615,0.4306,0.2883,0.2528,0.0756,0.2223,0.5428,0.1667,0.4,0.2211,0.1643,0.5031,0.158,0.4546,0.1952,0.3667,0.3334
NN,0.7608,0.6923,0.8333,0.4454,0.1759,0.151,0.549,0.2286,0.5,0.5857,0.4421,0.47,0.5786,0.079,0.3182,0.3903,0.6,0.7999
NN,0.3696,0.5,0.4861,0.1267,0.088,0.1699,0.3138,0.4857,0.25,0.6143,0.2264,0.2219,0.39,0.2369,0.0001,0.3903,0.2001,0.3667
NN,0.5869,0.3846,0.7222,0.4061,0.1649,0.151,0.4445,0.2858,0.3334,0.3572,0.3684,0.3657,0.2768,0.0659,0.2728,0.2196,0.6333,0.7999
NN,0.4131,0.3077,0.3611,0.0918,0.055,0.0944,0.1765,0.6857,0.0834,0.3572,0.158,0.1092,0.3271,0.2895,0.3182,0.4634,0.2001,0.1001
NN,0.3479,0.1924,0.5833,0.2271,0.1319,0.1133,0.268,0.4857,0.1667,0.1572,0.2579,0.2003,0.1762,0.1448,0.0455,0.0245,0.3667,0.3667
NN,0.4131,0.1539,0.4861,0.3494,0.2528,0.0756,0.2746,0.4572,0.1667,0.1858,0.2843,0.2147,0.1133,0.158,0.0001,0.0976,0.7333,0.7
NN,0.2174,0.3462,0.4306,0.2097,0.1869,0.0944,0.2419,0.5428,0.1667,0.3429,0.2211,0.1763,0.3082,0.1974,0.091,0.0489,0.2667,0.3
NN,0.4348,0.5385,0.5972,0.2664,0.1429,0.0944,0.3595,0.4,0.25,0.4143,0.3527,0.2794,0.5786,0.1843,0.5454,0.0976,0.3667,0.3667
NN,0.7173,0.7692,0.8055,0.3843,0.121,0.1699,0.6862,0.1429,0.5833,0.6857,0.5158,0.6103,0.5157,0.158,0.5,0.5853,0.4,0.5667
NN,0.7608,0.6154,0.8749,0.4192,0.1649,0.151,0.6144,0.1715,0.5,0.5286,0.5105,0.5408,0.6666,0.1711,0.2728,0.3903,0.4333,0.5667
NN,0.5,0.5769,0.5972,0.3188,0.1319,0.1133,0.3856,0.3715,0.3334,0.4857,0.3421,0.3046,0.5472,0.1053,0.6818,0.0001,0.6333,0.6666
NN,0.4348,0.3846,0.5278,0.2533,0.1869,0.1133,0.1635,0.6285,0.0834,0.3857,0.1369,0.1164,0.3145,0.0527,0.7727,0.2927,0.8999,0.9666
NN,0.5652,0.7307,0.8888,0.3188,0.088,0.151,0.6405,0.1715,0.5833,0.6857,0.4684,0.5671,0.6666,0.1843,0.1364,0.0489,0.3667,0.4333
NN,0.8043,0.8076,0.861,0.4236,0.1869,0.1699,0.6601,0.1429,0.5833,0.7571,0.4842,0.5815,0.7044,0.1843,0.7727,0.3903,0.4,0.5667
NN,0.1957,0.3846,0.4167,0.6375,0.6373,0.9999,0.1765,0.6285,0.0834,0.3857,0.5316,0.126,0.3962,0.5263,0.1819,0.2196,0.4667,0.6
NN,0.4131,0.077,0.25,0.1398,0.121,0.0756,0.0654,0.8285,0.0001,0.2001,0.0632,0.0457,0.0441,0.0659,0.2728,0.4147,0.7,0.7333
NN,0.4565,0.6154,0.5833,0.1442,0.099,0.151,0.3072,0.4857,0.25,0.6,0.2422,0.2195,0.4843,0.2237,0.4546,0.1708,0.2334,0.3667
NN,0.4783,0.3462,0.7777,0.4061,0.1979,0.1321,0.4314,0.3143,0.3334,0.3286,0.3632,0.3478,0.2516,0.1053,0.0455,0.7073,0.5667,0.6333
NN,0.6304,0.8076,0.8055,0.4236,0.1539,0.0756,0.7385,0.0858,0.6666,0.6714,0.6105,0.6978,0.7672,0.2632,0.4091,0.3415,0.4,0.2001
NN,0.5869,0.8076,0.861,0.4454,0.1979,0.151,0.5621,0.2001,0.5,0.6571,0.4947,0.4832,0.8238,0.1711,0.1819,0.2683,0.3667,0.5
NN,0.6956,0.4615,0.8333,0.3974,0.1539,0.151,0.5621,0.2001,0.5,0.4429,0.4421,0.482,0.4843,0.1053,0.3637,0.122,0.5333,0.6333
NN,0.7391,0.7692,0.9444,0.4673,0.1759,0.1699,0.6993,0.1429,0.6666,0.7142,0.5158,0.6235,0.5597,0.1317,0.4546,0.5122,0.4667,0.7333
NN,0.4565,0.4231,0.4167,0.3581,0.2748,0.1133,0.268,0.4572,0.1667,0.3715,0.2158,0.2123,0.434,0.1053,0.3182,0.0489,0.7666,0.8333
NN,0.5869,0.7307,0.9582,0.5284,0.2308,0.151,0.7189,0.1144,0.6666,0.6714,0.5842,0.6558,0.6163,0.1843,0.3182,0.6829,0.4,0.6
NN,0.5217,0.3077,0.6666,0.3494,0.1319,0.1321,0.4118,0.3429,0.3334,0.3143,0.3264,0.3298,0.239,0.0527,0.0455,0.122,0.6666,0.7999
NN,0.5,0.5,0.4722,0.428,0.2967,0.0567,0.3334,0.3715,0.25,0.4429,0.2895,0.2686,0.5157,0.1448,0.3182,0.1952,0.6666,0.6333
NN,0.6739,0.7307,0.9721,0.297,0.066,0.151,0.6993,0.1144,0.6666,0.6857,0.5526,0.6319,0.6855,0.1974,0.4546,0.6829,0.4,0.5667
NN,0.6739,0.7692,0.8472,0.4149,0.1979,0.1699,0.6601,0.1429,0.5833,0.7142,0.4526,0.5791,0.7044,0.1711,0.5454,0.2927,0.3667,0.5667
NN,0.3913,0.1924,0.5,0.297,0.1539,0.1133,0.3595,0.4,0.25,0.2286,0.3474,0.277,0.2265,0.158,0.0001,0.6829,0.4333,0.5667
NN,0.6956,0.8076,0.9444,0.5677,0.2528,0.1887,0.6732,0.1429,0.5833,0.7142,0.5053,0.6031,0.7484,0.1185,0.1819,0.5366,0.4333,0.6666
NN,0.4565,0.4615,0.625,0.2577,0.2308,0.151,0.2942,0.5143,0.25,0.5428,0.2106,0.2075,0.4214,0.1843,0.7727,0.2683,0.3667,0.4667
NN,0.6956,0.5,0.8333,0.3974,0.1539,0.1321,0.5294,0.2286,0.4167,0.4572,0.4053,0.4473,0.3271,0.079,0.2273,0.2196,0.6,0.7
NN,0.4565,0.4615,0.625,0.2446,0.1759,0.151,0.3007,0.4857,0.25,0.5571,0.2316,0.2195,0.3334,0.1185,0.0455,0.1464,0.4333,0.6
NN,0.3913,0.1539,0.5,0.1485,0.088,0.1133,0.1308,0.7142,0.0834,0.2429,0.1422,0.0864,0.0944,0.1317,0.0001,0.2927,0.5,0.3667
NN,0.6304,0.5769,0.9027,0.4804,0.1869,0.151,0.5817,0.2001,0.5,0.4857,0.4421,0.4988,0.434,0.0659,0.0001,0.6097,0.5333,0.7666
NN,0.5,0.4231,0.3889,0.3756,0.2528,0.0944,0.2811,0.4286,0.1667,0.3857,0.2579,0.2255,0.3585,0.1053,0.2273,0.1708,0.8666,0.8333
NN,0.2609,0.1155,0.4445,0.1005,0.099,0.0944,0.0981,0.7999,0.0834,0.1001,0.0738,0.0588,0.0881,0.1448,0.1364,0.7317,0.2667,0.4333
NN,0.6521,0.5769,0.7777,0.5589,0.2638,0.151,0.6078,0.1715,0.5,0.5,0.5053,0.5384,0.5534,0.158,0.091,0.3659,0.4,0.5
NN,0.6087,0.8461,0.9305,0.4192,0.1539,0.1699,0.7385,0.1144,0.6666,0.8571,0.5158,0.6546,0.5975,0.1974,0.3637,0.8536,0.3667,0.6666
NN,0.6521,0.7307,0.8749,0.2883,0.055,0.0944,0.8104,0.0572,0.75,0.6,0.6526,0.7577,0.8867,0.3027,0.1364,0.561,0.2334,0.1001
NN,0.2609,0.4615,0.4583,0.2752,0.2418,0.1133,0.2027,0.5714,0.0834,0.4286,0.2264,0.1476,0.4214,0.158,0.091,0.0001,0.4667,0.6
NN,0.8912,0.923,0.861,0.3363,0.055,0.0756,0.9476,0.0001,0.9166,0.7285,0.8263,0.94,0.9559,0.3421,0.091,0.5122,0.2001,0.1001
NN,0.3261,0.2693,0.2084,0.0438,0.066,0.0944,0.1308,0.7714,0.0834,0.3,0.0632,0.078,0.3082,0.3684,0.0001,0.1708,0.0001,0.0668
NN,0.2827,0.1539,0.5139,0.1747,0.077,0.0944,0.2746,0.4857,0.1667,0.1286,0.2579,0.2015,0.2265,0.158,0.6363,0.3171,0.3334,0.3334
NN,0.6304,0.6923,0.8888,0.4935,0.2198,0.151,0.6013,0.1715,0.5,0.6285,0.4737,0.524,0.5409,0.1185,0.1364,0.4634,0.4,0.5333
NN,0.6956,0.6923,0.7361,0.2446,0.044,0.0944,0.6862,0.1144,0.5833,0.6714,0.5789,0.6223,0.6226,0.2895,0.4091,0.6097,0.4,0.2334
NN,0.5869,0.6538,0.8055,0.4367,0.1759,0.0756,0.6928,0.1144,0.5833,0.5428,0.5368,0.6415,0.6541,0.2369,0.3637,0.1708,0.4333,0.2667
NN,0.5,0.4231,0.625,0.2708,0.2088,0.151,0.2811,0.4857,0.1667,0.4572,0.1948,0.2051,0.3145,0.1053,0.1364,0.244,0.5333,0.7
NN,0.7826,0.7307,0.8888,0.4149,0.1429,0.1887,0.6732,0.1429,0.5833,0.6285,0.4737,0.6079,0.6478,0.1053,0.5,0.1708,0.4333,0.6
NN,0.3044,0.2308,0.4722,0.2664,0.2088,0.0756,0.2157,0.5428,0.1667,0.2286,0.2264,0.1607,0.1887,0.1448,0.1364,0.5122,0.6333,0.6333
NN,0.3696,0.3077,0.5278,0.1791,0.088,0.0944,0.17,0.6285,0.0834,0.2858,0.1632,0.12,0.3082,0.1053,0.0001,0.0245,0.5333,0.5333
NN,0.5435,0.5769,0.8472,0.4323,0.1979,0.1321,0.5555,0.2001,0.5,0.4857,0.4526,0.4796,0.4088,0.1185,0.091,0.122,0.4333,0.5333
NN,0.5,0.5,0.6666,0.3057,0.2308,0.151,0.2811,0.4857,0.1667,0.4286,0.2264,0.2039,0.4591,0.1317,0.6363,0.3659,0.6,0.7
NN,0.2609,0.3846,0.4028,0.1616,0.1649,0.0944,0.2615,0.5143,0.1667,0.3857,0.2527,0.1883,0.4403,0.329,0.0455,0.0976,0.1667,0.1001
NN,0.3913,0.3462,0.3611,0.166,0.121,0.1321,0.1439,0.6857,0.0834,0.3429,0.1737,0.1008,0.3459,0.1317,0.2728,0.122,0.5,0.5333
NN,0.1522,0.3846,0.3889,0.0831,0.066,0.0944,0.2484,0.5714,0.1667,0.4143,0.2053,0.1715,0.4214,0.2895,0.3182,0.3415,0.1001,0.1001
NN,0.4348,0.5,0.625,0.2839,0.2088,0.1321,0.255,0.5143,0.1667,0.4143,0.2053,0.1859,0.4403,0.1053,0.0001,0.0976,0.6333,0.7666
NN,0.4348,0.6923,0.6944,0.4585,0.2418,0.1133,0.4641,0.2858,0.4167,0.5428,0.4263,0.3861,0.761,0.1448,0.2728,0.0245,0.4333,0.5
NN,0.5,0.2693,0.5278,0.2883,0.121,0.0944,0.4052,0.3429,0.3334,0.3,0.3527,0.325,0.3208,0.1185,0.1364,0.7073,0.5,0.6333
NN,0.2609,0.1155,0.1528,0.0481,0.099,0.0567,0.0458,0.8856,0.0001,0.0858,0.0475,0.0277,0.1133,0.2895,0.5909,0.122,0.1667,0.1001
NN,0.5869,0.1155,0.4583,0.4149,0.2858,0.0756,0.3268,0.4,0.25,0.1286,0.3106,0.2602,0.1007,0.1711,0.2728,0.4634,0.7999,0.7666
NN,0.3913,0.1155,0.4445,0.2533,0.1429,0.1133,0.2484,0.5143,0.1667,0.2143,0.1895,0.1799,0.0756,0.0527,0.091,0.5366,0.6666,0.7999
NN,0.3913,0.3077,0.3334,0.1922,0.1539,0.1133,0.1112,0.7142,0.0834,0.3429,0.1632,0.078,0.2768,0.1185,0.2728,0.2927,0.6,0.6666
NN,0.2827,0.2308,0.25,0.0918,0.088,0.0567,0.0328,0.8856,0.0001,0.2286,0.0527,0.0241,0.2453,0.1317,0.3182,0.1464,0.4667,0.4333
NN,0.4783,0.7692,0.7638,0.428,0.1979,0.151,0.5294,0.2286,0.4167,0.6,0.4737,0.4497,0.805,0.158,0.1364,0.0489,0.4,0.5
NN,0.3913,0.3846,0.4445,0.166,0.099,0.0944,0.2419,0.5428,0.1667,0.3143,0.2001,0.1715,0.3522,0.1711,0.5909,0.561,0.3334,0.3334
NN,0.174,0.4615,0.3889,0.1442,0.1429,0.0944,0.2615,0.5428,0.1667,0.4714,0.1948,0.1787,0.4403,0.2895,0.1364,0.3171,0.1001,0.0668
NN,0.4565,0.6538,0.6111,0.1485,0.11,0.151,0.2876,0.5143,0.25,0.7428,0.2158,0.2003,0.4906,0.2369,0.2273,0.1464,0.2001,0.3334
NN,0.7391,0.4615,0.7222,0.4061,0.1649,0.151,0.4967,0.2572,0.4167,0.4286,0.379,0.4101,0.3145,0.0659,0.5454,0.4878,0.6333,0.7333
NN,0.913,0.6923,0.8333,0.4236,0.1429,0.1887,0.549,0.2286,0.5,0.6285,0.4053,0.4664,0.4717,0.0396,0.9999,0.0245,0.7333,0.8999
NN,0.3696,0.4231,0.4028,0.2097,0.1869,0.0944,0.1504,0.6571,0.0834,0.3857,0.1843,0.1056,0.3334,0.2106,0.1364,0.0489,0.3667,0.3334
NN,0.6304,0.7307,0.8055,0.5284,0.2638,0.151,0.6666,0.1429,0.5833,0.6571,0.5158,0.5971,0.566,0.158,0.0001,0.3903,0.3667,0.5
NN,0.6521,0.7692,0.9166,0.297,0.088,0.151,0.6536,0.1715,0.5833,0.7142,0.4737,0.5707,0.7169,0.1843,0.7272,0.5853,0.3667,0.5333
